sort_name,clean_name,album,x2003_rank_old,x2003_rank,x2012_rank,x2020_rank,x2020_2003_differential,release_year,album_genre,album_type,wks_on_billboard,peak_billboard_position,spotify_popularity,spotify_uri,chartmetric_link,artist_member_count,artist_gender,artist_birth_year_sum,debut_album_release_year,avg_age_at_top_500_album,years_between_debut_and_top_500_album,album_id,album_id_quoted,x25,x26
Jimi Hendrix Experience,Jimi Hendrix Experience,,55,54,55,53,1,1968,Blues/Blues Rock,Studio,,40,,spotify:album:5z090LQztiqh13wYspQvKQ,https://app.chartmetric.com/album/1932119/about,,Male,,,,,5z090LQztiqh13wYspQvKQ,"""5z090LQztiqh13wYspQvKQ"",",NA,NA
"Morrison, Van",Van Morrison,,19,19,19,60,-41,1968,NA,Studio,,201,,spotify:album:4pG3bKkbmReDt5QTDn3JDz,https://app.chartmetric.com/album/1486863/about,,Male,,,,,4pG3bKkbmReDt5QTDn3JDz,"""4pG3bKkbmReDt5QTDn3JDz"",",NA,NA
"Band, The",The Band,,34,34,34,100,-66,1968,Country/Folk/Country Rock/Folk Rock,Studio,,30,,spotify:album:0ky5kdvfPxSmSpj03hpSAE,https://app.chartmetric.com/album/2816205/about,,Male,,,,,0ky5kdvfPxSmSpj03hpSAE,"""0ky5kdvfPxSmSpj03hpSAE"",",NA,NA
"Cash, Johnny",Johnny Cash,,88,88,88,164,-76,1968,Country/Folk/Country Rock/Folk Rock,Live,,13,,spotify:album:4TJIdlY9hGSSTO1kUs1neh,https://app.chartmetric.com/album/1729244/about,,Male,,,,,4TJIdlY9hGSSTO1kUs1neh,"""4TJIdlY9hGSSTO1kUs1neh"",",NA,NA
Rolling Stones,Rolling Stones,,58,57,58,185,-128,1968,Blues/Blues Rock,Studio,,5,,spotify:album:6OHri5qNxwCdVSdyCslspd,https://app.chartmetric.com/album/3886541/about,,Male,,,,,6OHri5qNxwCdVSdyCslspd,"""6OHri5qNxwCdVSdyCslspd"",",NA,NA
Zombies,The Zombies,,80,80,100,243,-163,1968,NA,Studio,,13,,spotify:album:6XqM4NINcx3oc7NhOUKxXp,https://app.chartmetric.com/album/1715035/about,,Male,,,,,6XqM4NINcx3oc7NhOUKxXp,"""6XqM4NINcx3oc7NhOUKxXp"",",NA,NA
Byrds,The Byrds,,119,117,120,274,-157,1968,NA,Studio,,77,,spotify:album:02XyFDfvHfIwtqOC3o0PcK,https://app.chartmetric.com/album/3954940/about,,Male,,,,,02XyFDfvHfIwtqOC3o0PcK,"""02XyFDfvHfIwtqOC3o0PcK"",",NA,NA
Dr. John,Dr. John,,143,143,143,356,-213,1968,Blues/Blues Rock,Studio,,201,,spotify:album:1yBoaVrgcup2hX2DCYUajs,https://app.chartmetric.com/album/621296/about,,Male,,,,,1yBoaVrgcup2hX2DCYUajs,"""1yBoaVrgcup2hX2DCYUajs"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,298,74,427,2004,Hip-Hop/Rap,Studio,,2,,spotify:album:4Uv86qWpGTxf7fU7lG5X6F,https://app.chartmetric.com/album/2714535/about,,Male,,,,,4Uv86qWpGTxf7fU7lG5X6F,"""4Uv86qWpGTxf7fU7lG5X6F"",",NA,NA
Kinks,The Kinks,,252,255,258,384,-129,1968,NA,Studio,,201,,spotify:album:10c0h2wJ40mTjfIM5B0Lwr,https://app.chartmetric.com/album/3414704/about,,Male,,,,,10c0h2wJ40mTjfIM5B0Lwr,"""10c0h2wJ40mTjfIM5B0Lwr"",",NA,NA
"Redding, Otis",Otis Redding,,160,161,161,NA,-340,1968,Soul/Gospel/R&B,Compilation,,4,,spotify:album:0kSkzG0sfuG4lRuFF5jWVr,https://app.chartmetric.com/album/3959015/about,,Male,,,,,0kSkzG0sfuG4lRuFF5jWVr,"""0kSkzG0sfuG4lRuFF5jWVr"",",NA,NA
Byrds,The Byrds,,170,171,171,NA,-330,1968,NA,Studio,,47,,spotify:album:5UI2X5VAmgu9xrlXDd5U7B,https://app.chartmetric.com/album/1561149/about,,Male,,,,,5UI2X5VAmgu9xrlXDd5U7B,"""5UI2X5VAmgu9xrlXDd5U7B"",",NA,NA
"Ocean, Frank",Frank Ocean,,NA,NA,NA,79,422,2016,Soul/Gospel/R&B,Studio,,1,,spotify:album:3mH6qwIy9crq0I9YQbOuDf,https://app.chartmetric.com/album/315788/about,,Male,,,,,3mH6qwIy9crq0I9YQbOuDf,"""3mH6qwIy9crq0I9YQbOuDf"",",NA,NA
Cream,Cream,,201,203,205,NA,-298,1968,Blues/Blues Rock,Studio,,1,,spotify:album:0zrtTZC7yY2TOEhnbJzSb9,https://app.chartmetric.com/album/3134167/about,,Male,,,,,0zrtTZC7yY2TOEhnbJzSb9,"""0zrtTZC7yY2TOEhnbJzSb9"",",NA,NA
Simon & Garfunkel,Simon & Garfunkel,,229,233,234,NA,-268,1968,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:3bzgbgiytguTDnwzflAZr2,https://app.chartmetric.com/album/3952122/about,,Male,,,,,3bzgbgiytguTDnwzflAZr2,"""3bzgbgiytguTDnwzflAZr2"",",NA,NA
"Blood, Sweat & Tears","Blood, Sweat & Tears",,261,264,266,NA,-237,1968,NA,Studio,,47,,spotify:album:0OhNZ7R4dOqtDPLGp0jBAZ,https://app.chartmetric.com/album/170439/about,,Male,,,,,0OhNZ7R4dOqtDPLGp0jBAZ,"""0OhNZ7R4dOqtDPLGp0jBAZ"",",NA,NA
Grateful Dead,Grateful Dead,,284,287,288,NA,-214,1968,Blues/Blues Rock,Studio,,87,,spotify:album:4ZaIo647CyWAgow8oxqajh,https://app.chartmetric.com/album/3972635/about,,Male,,,,,4ZaIo647CyWAgow8oxqajh,"""4ZaIo647CyWAgow8oxqajh"",",NA,NA
Mothers of Invention,The Mothers of Invention,,292,296,297,NA,-205,1968,NA,Studio,,30,,spotify:album:3u1f0ziKFCkqcHUQ0AldCU,https://app.chartmetric.com/album/3048435/about,,Male,,,,,3u1f0ziKFCkqcHUQ0AldCU,"""3u1f0ziKFCkqcHUQ0AldCU"",",NA,NA
Drifters,The Drifters,,457,465,459,NA,-36,1968,Soul/Gospel/R&B,Greatest Hits,,122,,spotify:album:4PfgUTGoURqbID40xeSIRP,https://app.chartmetric.com/album/11947620/about,,Male,,,,,4PfgUTGoURqbID40xeSIRP,"""4PfgUTGoURqbID40xeSIRP"",",NA,NA
Velvet Underground,The Velvet Underground,,289,292,293,272,20,1968,Punk/Post-Punk/New Wave/Power Pop,Studio,,199,,spotify:album:2a5vbe7uTRGAshFI80sfAl,https://app.chartmetric.com/album/4139493/about,,Male/Female,,,,,2a5vbe7uTRGAshFI80sfAl,"""2a5vbe7uTRGAshFI80sfAl"",",NA,NA
Big Brother & the Holding Company,Big Brother & the Holding Company,,334,338,338,372,-34,1968,Blues/Blues Rock,Studio,,1,,spotify:album:2rogKfOpmCFuqNhtGKf2dX,https://app.chartmetric.com/album/3955160/about,,Male/Female,,,,,2rogKfOpmCFuqNhtGKf2dX,"""2rogKfOpmCFuqNhtGKf2dX"",",NA,NA
Dusty Springfield,Dusty Springfield,,89,89,89,83,6,1969,Soul/Gospel/R&B,Studio,,99,,spotify:album:14UrtAcLym4a6f7IgXVGjF,https://app.chartmetric.com/album/1997152/about,,Female,,,,,14UrtAcLym4a6f7IgXVGjF,"""14UrtAcLym4a6f7IgXVGjF"",",NA,NA
Beatles,The Beatles,,14,14,14,5,9,1969,NA,Studio,,1,,spotify:album:0ETFjACtuP2ADo6LFhL6HN,https://app.chartmetric.com/album/3212851/about,,Male,,,,,0ETFjACtuP2ADo6LFhL6HN,"""0ETFjACtuP2ADo6LFhL6HN"",",NA,NA
Drake,Drake,,NA,NA,NA,95,406,2011,Hip-Hop/Rap,Studio,,1,,spotify:album:6X1x82kppWZmDzlXXK3y3q,https://app.chartmetric.com/album/3194050/about,,Male,,,,,6X1x82kppWZmDzlXXK3y3q,"""6X1x82kppWZmDzlXXK3y3q"",",NA,NA
Rolling Stones,Rolling Stones,,32,32,32,41,-9,1969,Blues/Blues Rock,Studio,,3,,spotify:album:47hOpZQfXVIRzTiv0Ef8pO,https://app.chartmetric.com/album/5119593/about,,Male,,,,,47hOpZQfXVIRzTiv0Ef8pO,"""47hOpZQfXVIRzTiv0Ef8pO"",",NA,NA
"Band, The",The Band,,45,45,45,57,-12,1969,Country/Folk/Country Rock/Folk Rock,Studio,,9,,spotify:album:4vXFiaDS8zuEl5bOUbW53x,https://app.chartmetric.com/album/5453556/about,,Male,,,,,4vXFiaDS8zuEl5bOUbW53x,"""4vXFiaDS8zuEl5bOUbW53x"",",NA,NA
Led Zeppelin,Led Zeppelin,,29,29,29,101,-72,1969,Hard Rock/Metal,Studio,,10,,spotify:album:1J8QW9qsMLx3staWaHpQmU,https://app.chartmetric.com/album/241247/about,,Male,,,,,1J8QW9qsMLx3staWaHpQmU,"""1J8QW9qsMLx3staWaHpQmU"",",NA,NA
Led Zeppelin,Led Zeppelin,,76,75,79,123,-48,1969,Hard Rock/Metal,Studio,,1,,spotify:album:58MQ0PLijVHePUonQlK76Y,https://app.chartmetric.com/album/1709753/about,,Male,,,,,58MQ0PLijVHePUonQlK76Y,"""58MQ0PLijVHePUonQlK76Y"",",NA,NA
"Crosby, Stills & Nash","Crosby, Stills & Nash",,256,259,262,161,98,1969,Country/Folk/Country Rock/Folk Rock,Studio,,6,,Not on Spotify,NA,,Male,,,,,NOS008,"""Not on Spotify"",",NA,NA
"Who, The",The Who,,97,96,96,190,-94,1969,NA,Studio,,4,,spotify:album:2srjzxgFaYLNh8UlJPAJ8b,https://app.chartmetric.com/album/4384674/about,,Male,,,,,2srjzxgFaYLNh8UlJPAJ8b,"""2srjzxgFaYLNh8UlJPAJ8b"",",NA,NA
Creedence Clearwater Revival,Creedence Clearwater Revival,,388,392,309,193,199,1969,Blues/Blues Rock,Studio,,60,,spotify:album:5hW8vgOySUKEglHdGmNALK,https://app.chartmetric.com/album/22959880/about,,Male,,,,,5hW8vgOySUKEglHdGmNALK,"""5hW8vgOySUKEglHdGmNALK"",",NA,NA
"Presley, Elvis",Elvis Presley,,188,190,190,322,-132,1969,Rock n' Roll/Rhythm & Blues,Studio,,13,,spotify:album:3ekkFrfotMsEAKc5g71GHk,https://app.chartmetric.com/album/840620/about,,Male,,,,,3ekkFrfotMsEAKc5g71GHk,"""3ekkFrfotMsEAKc5g71GHk"",",NA,NA
MC5,MC5,,290,294,294,349,-55,1969,Punk/Post-Punk/New Wave/Power Pop,Live,,30,,spotify:album:0kT4F2mSpvTk3stwiaEStp,https://app.chartmetric.com/album/3956999/about,,Male,,,,,0kT4F2mSpvTk3stwiaEStp,"""0kT4F2mSpvTk3stwiaEStp"",",NA,NA
"Young, Neil",Neil Young,,206,208,210,407,-199,1969,NA,Studio,,34,,Not on Spotify,NA,,Male,,,,,NOS120,"""Not on Spotify"",",NA,NA
Flying Burrito Brothers,The Flying Burrito Brothers,,190,192,192,462,-270,1969,NA,Studio,,164,,spotify:album:6VWKy5o2OcdeWa7yolazjU,https://app.chartmetric.com/album/3352008/about,,Male,,,,,6VWKy5o2OcdeWa7yolazjU,"""6VWKy5o2OcdeWa7yolazjU"",",NA,NA
Stooges,The Stooges,,183,185,185,488,-303,1969,Punk/Post-Punk/New Wave/Power Pop,Studio,,106,,spotify:album:0Z1Y5L90NjqUD351YUQWdA,https://app.chartmetric.com/album/5127413/about,,Male,,,,,0Z1Y5L90NjqUD351YUQWdA,"""0Z1Y5L90NjqUD351YUQWdA"",",NA,NA
Captain Beefheart & His Magic Band,Captain Beefheart & His Magic Band,,59,58,60,NA,-443,1969,NA,Studio,,201,,Not on Spotify,NA,,Male,,,,,NOS124,"""Not on Spotify"",",NA,NA
"Lamar, Kendrick",Kendrick Lamar,,NA,NA,NA,115,386,2012,Hip-Hop/Rap,Studio,,2,,spotify:album:6PBZN8cbwkqm1ERj2BGXJ1,https://app.chartmetric.com/album/3341408/about,,Male,,,,,6PBZN8cbwkqm1ERj2BGXJ1,"""6PBZN8cbwkqm1ERj2BGXJ1"",",NA,NA
Creedence Clearwater Revival,Creedence Clearwater Revival,,96,95,NA,NA,-406,1969,Blues/Blues Rock,Studio,,88,,spotify:album:0i9mOB6mPGqwVvtJEXiwPG,https://app.chartmetric.com/album/3468604/about,,Male,,,,,0i9mOB6mPGqwVvtJEXiwPG,"""0i9mOB6mPGqwVvtJEXiwPG"",",NA,NA
"West, Kanye",Kanye West,,NA,NA,118,117,384,2005,Hip-Hop/Rap,Studio,,1,,spotify:album:5ll74bqtkcXlKE7wwkMq4g,https://app.chartmetric.com/album/3300163/about,,Male,,,,,5ll74bqtkcXlKE7wwkMq4g,"""5ll74bqtkcXlKE7wwkMq4g"",",NA,NA
Santana,Santana,,149,150,149,NA,-351,1969,Blues/Blues Rock,Studio,,4,,spotify:album:0hfFLQzo3OwgYFFFvTQYhT,https://app.chartmetric.com/album/652325/about,,Male,,,,,0hfFLQzo3OwgYFFFvTQYhT,"""0hfFLQzo3OwgYFFFvTQYhT"",",NA,NA
Quicksilver Messenger Service,Quicksilver Messenger Service,,187,189,189,NA,-312,1969,Blues/Blues Rock,Live,,27,,spotify:album:7d9IZA5hVMlRqkRszYt66r,https://app.chartmetric.com/album/3969681/about,,Male,,,,,7d9IZA5hVMlRqkRszYt66r,"""7d9IZA5hVMlRqkRszYt66r"",",NA,NA
Grateful Dead,Grateful Dead,,241,244,247,NA,-257,1969,Blues/Blues Rock,Live,,64,,spotify:album:6E7JCQINTT4vwRF4wBcsYk,https://app.chartmetric.com/album/3972640/about,,Male,,,,,6E7JCQINTT4vwRF4wBcsYk,"""6E7JCQINTT4vwRF4wBcsYk"",",NA,NA
"Drake, Nick",Nick Drake,,280,283,NA,NA,-218,1969,NA,Studio,,201,,spotify:album:7IpcJbVxLLEfW0KXB7ndE2,https://app.chartmetric.com/album/3918481/about,,Male,,,,,7IpcJbVxLLEfW0KXB7ndE2,"""7IpcJbVxLLEfW0KXB7ndE2"",",NA,NA
Sly & The Family Stone,Sly & The Family Stone,,120,118,121,119,-1,1969,Soul/Gospel/R&B,Studio,,13,,spotify:album:7iwS1r6JHYJe9xpPjzmWqD,https://app.chartmetric.com/album/362694/about,,Male/Female,,,,,7iwS1r6JHYJe9xpPjzmWqD,"""7iwS1r6JHYJe9xpPjzmWqD"",",NA,NA
Velvet Underground,The Velvet Underground,,310,314,316,143,171,1969,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:2Cdd4W17oumNihEt2aPNJB,https://app.chartmetric.com/album/4138551/about,,Male/Female,,,,,2Cdd4W17oumNihEt2aPNJB,"""2Cdd4W17oumNihEt2aPNJB"",",NA,NA
Jefferson Airplane,Jefferson Airplane,,366,370,373,NA,-131,1969,NA,Studio,,13,,spotify:album:5SxBU3zQaLOq5eapsG3jFQ,https://app.chartmetric.com/album/343080/about,,Male/Female,,,,,5SxBU3zQaLOq5eapsG3jFQ,"""5SxBU3zQaLOq5eapsG3jFQ"",",NA,NA
"Lennon, John",John Lennon,,23,22,23,85,-63,1970,NA,Studio,,6,,spotify:album:0DFYbYCcHCEJPcN1hODG6K,https://app.chartmetric.com/album/3264926/about,,Male,,,,,0DFYbYCcHCEJPcN1hODG6K,"""0DFYbYCcHCEJPcN1hODG6K"",",NA,NA
"Davis, Miles",Miles Davis,,95,94,95,87,7,1970,Big Band/Jazz,Studio,,35,,spotify:album:3Q0zkOZEOC855ErOOJ1AdO,https://app.chartmetric.com/album/3955157/about,,Male,,,,,3Q0zkOZEOC855ErOOJ1AdO,"""3Q0zkOZEOC855ErOOJ1AdO"",",NA,NA
"Young, Neil",Neil Young,,71,71,74,90,-19,1970,NA,Studio,,8,,Not on Spotify,NA,,Male,,,,,NOS005,"""Not on Spotify"",",NA,NA
Stooges,The Stooges,,189,191,191,94,97,1970,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:5qhXaVIC5BdE4a5Kq1FMZG,https://app.chartmetric.com/album/1009351/about,,Male,,,,,5qhXaVIC5BdE4a5Kq1FMZG,"""5qhXaVIC5BdE4a5Kq1FMZG"",",NA,NA
"Morrison, Van",Van Morrison,,65,65,66,120,-55,1970,NA,Studio,,29,,spotify:album:5PfnCqRbdfIDMb1x3MPQam,https://app.chartmetric.com/album/229521/about,,Male,,,,,5PfnCqRbdfIDMb1x3MPQam,"""5PfnCqRbdfIDMb1x3MPQam"",",NA,NA
Black Sabbath,Black Sabbath,,130,130,131,139,-9,1970,Hard Rock/Metal,Studio,,12,,spotify:album:6r7LZXAVueS5DqdrvXJJK7,https://app.chartmetric.com/album/1865790/about,,Male,,,,,6r7LZXAVueS5DqdrvXJJK7,"""6r7LZXAVueS5DqdrvXJJK7"",",NA,NA
Simon & Garfunkel,Simon & Garfunkel,,51,51,51,172,-121,1970,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:0JwHz5SSvpYWuuCNbtYZoV,https://app.chartmetric.com/album/1772056/about,,Male,,,,,0JwHz5SSvpYWuuCNbtYZoV,"""0JwHz5SSvpYWuuCNbtYZoV"",",NA,NA
"Taylor, James",James Taylor,,104,103,104,182,-79,1970,NA,Studio,,3,,spotify:album:1HiG0ukRmFPN13EVcf98Jx,https://app.chartmetric.com/album/5280008/about,,Male,,,,,1HiG0ukRmFPN13EVcf98Jx,"""1HiG0ukRmFPN13EVcf98Jx"",",NA,NA
"Stevens, Cat",Cat Stevens,,204,206,208,205,1,1970,Country/Folk/Country Rock/Folk Rock,Studio,,8,,spotify:album:44VxbAytHpVi3Rq8hRhild,https://app.chartmetric.com/album/7099770/about,,Male,,,,,44VxbAytHpVi3Rq8hRhild,"""44VxbAytHpVi3Rq8hRhild"",",NA,NA
Grateful Dead,Grateful Dead,,255,258,261,215,43,1970,Country/Folk/Country Rock/Folk Rock,Studio,,30,,spotify:album:7rqgm1BnAZ8I4d6hukpkdg,https://app.chartmetric.com/album/3972634/about,,Male,,,,,7rqgm1BnAZ8I4d6hukpkdg,"""7rqgm1BnAZ8I4d6hukpkdg"",",NA,NA
"Crosby, Stills, Nash & Young","Crosby, Stills, Nash & Young",,147,148,147,220,-72,1970,Country/Folk/Country Rock/Folk Rock,Studio,,1,,spotify:album:5bHkK1X4WEOzNvRhehvOcb,https://app.chartmetric.com/album/1682679/about,,Male,,,,,5bHkK1X4WEOzNvRhehvOcb,"""5bHkK1X4WEOzNvRhehvOcb"",",NA,NA
Derek and the Dominos,Derek and the Dominos,,117,115,117,226,-111,1970,Blues/Blues Rock,Studio,,131,,spotify:album:5iIWnMgvSM8uEBwXKsPcXM,https://app.chartmetric.com/album/3036898/about,,Male,,,,,5iIWnMgvSM8uEBwXKsPcXM,"""5iIWnMgvSM8uEBwXKsPcXM"",",NA,NA
"Ocean, Frank",Frank Ocean,,NA,NA,NA,148,353,2012,Soul/Gospel/R&B,Studio,,2,,spotify:album:392p3shh2jkxUxY2VHvlH8,https://app.chartmetric.com/album/3343090/about,,Male,,,,,392p3shh2jkxUxY2VHvlH8,"""392p3shh2jkxUxY2VHvlH8"",",NA,NA
"Who, The",The Who,,169,170,170,327,-157,1970,Blues/Blues Rock,Live,,4,,spotify:album:6W3aTLI4B5UsPpWMvhT2W4,https://app.chartmetric.com/album/3361774/about,,Male,,,,,6W3aTLI4B5UsPpWMvhT2W4,"""6W3aTLI4B5UsPpWMvhT2W4"",",NA,NA
Santana,Santana,,203,205,207,334,-129,1970,Blues/Blues Rock,Studio,,1,,spotify:album:1CHUXwuge9A7L2KiA3vnR6,https://app.chartmetric.com/album/742476/about,,Male,,,,,1CHUXwuge9A7L2KiA3vnR6,"""1CHUXwuge9A7L2KiA3vnR6"",",NA,NA
Beatles,The Beatles,,86,86,392,342,-256,1970,NA,Studio,,1,,spotify:album:0jTGHV5xqHPvEcwL8f6YU5,https://app.chartmetric.com/album/3089986/about,,Male,,,,,0jTGHV5xqHPvEcwL8f6YU5,"""0jTGHV5xqHPvEcwL8f6YU5"",",NA,NA
Jay-Z,Jay-Z,,NA,NA,349,155,346,2003,Hip-Hop/Rap,Studio,,1,,spotify:album:4FWvo9oS4gRgHtAwDwUjiO,https://app.chartmetric.com/album/2929339/about,,Male,,,,,4FWvo9oS4gRgHtAwDwUjiO,"""4FWvo9oS4gRgHtAwDwUjiO"",",NA,NA
Black Sabbath,Black Sabbath,,238,241,243,355,-114,1970,Hard Rock/Metal,Studio,,23,,spotify:album:4ZLy3U2q17Yjw7jkjXPJQj,https://app.chartmetric.com/album/1134466/about,,Male,,,,,4ZLy3U2q17Yjw7jkjXPJQj,"""4ZLy3U2q17Yjw7jkjXPJQj"",",NA,NA
"Harrison, George",George Harrison,,429,437,433,368,69,1970,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:7j7lsExGJtBHLgDYzjclwk,https://app.chartmetric.com/album/3176485/about,,Male,,,,,7j7lsExGJtBHLgDYzjclwk,"""7j7lsExGJtBHLgDYzjclwk"",",NA,NA
Grateful Dead,Grateful Dead,,259,262,264,409,-147,1970,Blues/Blues Rock,Studio,,27,,spotify:album:4jxokHekH1qSad1DcC82ku,https://app.chartmetric.com/album/433345/about,,Male,,,,,4jxokHekH1qSad1DcC82ku,"""4jxokHekH1qSad1DcC82ku"",",NA,NA
Creedence Clearwater Revival,Creedence Clearwater Revival,,262,265,NA,413,-148,1970,Blues/Blues Rock,Studio,,69,,spotify:album:5w2X5ZmdE4u0XGkOU7BiLG,https://app.chartmetric.com/album/22030530/about,,Male,,,,,5w2X5ZmdE4u0XGkOU7BiLG,"""5w2X5ZmdE4u0XGkOU7BiLG"",",NA,NA
Meters,The Meters,,216,218,220,415,-197,1970,Funk/Disco,Studio,,198,,spotify:album:6mGpQtwteyjKS4Up9tXuND,https://app.chartmetric.com/album/3974282/about,,Male,,,,,6mGpQtwteyjKS4Up9tXuND,"""6mGpQtwteyjKS4Up9tXuND"",",NA,NA
"Newman, Randy",Randy Newman,,350,354,356,NA,-147,1970,NA,Studio,,4,,spotify:album:3HhJGNadZnFCkAYrPgSuVR,https://app.chartmetric.com/album/3967282/about,,Male,,,,,3HhJGNadZnFCkAYrPgSuVR,"""3HhJGNadZnFCkAYrPgSuVR"",",NA,NA
Beach Boys,The Beach Boys,,376,380,NA,NA,-121,1970,NA,Studio,,151,,spotify:album:6oUeivCrkGIQwM9uSy0N1P,https://app.chartmetric.com/album/3210803/about,,Male,,,,,6oUeivCrkGIQwM9uSy0N1P,"""6oUeivCrkGIQwM9uSy0N1P"",",NA,NA
MC5,MC5,,443,451,446,NA,-50,1970,Punk/Post-Punk/New Wave/Power Pop,Studio,,137,,spotify:album:67NkpPGMcxoIiumOW3oRpL,https://app.chartmetric.com/album/3973066/about,,Male,,,,,67NkpPGMcxoIiumOW3oRpL,"""67NkpPGMcxoIiumOW3oRpL"",",NA,NA
"John, Elton",Elton John,,455,463,458,NA,-38,1970,Singer-Songwriter/Heartland Rock,Studio,,5,,spotify:album:03zfU3IwWmymKoaWnwFNaY,https://app.chartmetric.com/album/3331478/about,,Male,,,,,03zfU3IwWmymKoaWnwFNaY,"""03zfU3IwWmymKoaWnwFNaY"",",NA,NA
"John, Elton",Elton John,,460,468,NA,NA,-33,1970,Singer-Songwriter/Heartland Rock,Studio,,4,,spotify:album:0C2grVR8DnJnL8rg7OP6Zm,https://app.chartmetric.com/album/3288861/about,,Male,,,,,0C2grVR8DnJnL8rg7OP6Zm,"""0C2grVR8DnJnL8rg7OP6Zm"",",NA,NA
"Johnson, Robert",Robert Johnson,,NA,424,NA,NA,-77,1970,NA,Compilation,,201,,spotify:album:65Qaqh5BI4sTDSfzDT9rDJ,https://app.chartmetric.com/album/813134/about,,Male,,,,,65Qaqh5BI4sTDSfzDT9rDJ,"""65Qaqh5BI4sTDSfzDT9rDJ"",",NA,NA
Velvet Underground,The Velvet Underground,,110,109,110,242,-133,1970,Punk/Post-Punk/New Wave/Power Pop,Studio,,201,,spotify:album:4RMGrhJRnGiNqmKqhqpLlX,https://app.chartmetric.com/album/684092/about,,Male/Female,,,,,4RMGrhJRnGiNqmKqhqpLlX,"""4RMGrhJRnGiNqmKqhqpLlX"",",NA,NA
Sly & The Family Stone,Sly & The Family Stone,,60,60,61,343,-283,1970,Funk/Disco,Greatest Hits,,2,,spotify:album:0UM9SydcBtsklCTFgGLvcT,https://app.chartmetric.com/album/1459479/about,,Male/Female,,,,,0UM9SydcBtsklCTFgGLvcT,"""0UM9SydcBtsklCTFgGLvcT"",",NA,NA
Carpenters,The Carpenters,,174,175,175,NA,-326,1970,NA,Studio,,2,,spotify:album:1CsuCA05y9r7ftG9bGGtWV,https://app.chartmetric.com/album/3375766/about,,Male/Female,,,,,1CsuCA05y9r7ftG9bGGtWV,"""1CsuCA05y9r7ftG9bGGtWV"",",NA,NA
"Mitchell, Joni",Joni Mitchell,,30,30,30,3,27,1971,Country/Folk/Country Rock/Folk Rock,Studio,,15,,Not on Spotify,NA,,Female,,,,,NOS001,"""Not on Spotify"",",NA,NA
"King, Carole",Carole King,,36,36,36,25,11,1971,Singer-Songwriter/Heartland Rock,Studio,,1,,spotify:album:12n11cgnpjXKLeqrnIERoS,https://app.chartmetric.com/album/2013644/about,,Female,,,,,12n11cgnpjXKLeqrnIERoS,"""12n11cgnpjXKLeqrnIERoS"",",NA,NA
"Lamar, Kendrick",Kendrick Lamar,,NA,NA,NA,175,326,2017,Hip-Hop/Rap,Studio,,1,,spotify:album:4eLPsYPBmXABThSJ821sqY,https://app.chartmetric.com/album/270790/about,,Male,,,,,4eLPsYPBmXABThSJ821sqY,"""4eLPsYPBmXABThSJ821sqY"",",NA,NA
"Parton, Dolly",Dolly Parton,,295,299,301,257,42,1971,Country/Folk/Country Rock/Folk Rock,Studio,,201,,spotify:album:17CT6ru3CyDXAi6xVaSUzg,https://app.chartmetric.com/album/1440154/about,,Female,,,,,17CT6ru3CyDXAi6xVaSUzg,"""17CT6ru3CyDXAi6xVaSUzg"",",NA,NA
Janis Joplin,Janis Joplin,,124,122,125,259,-137,1971,Blues/Blues ROck,Studio,,1,,spotify:album:6JltsW8Goc3cZQ0GOtTX2z,https://app.chartmetric.com/album/2395543/about,,Female,,,,,6JltsW8Goc3cZQ0GOtTX2z,"""6JltsW8Goc3cZQ0GOtTX2z"",",NA,NA
"Gaye, Marvin",Marvin Gaye,,6,6,6,1,5,1971,Soul/Gospel/R&B,Studio,,6,,spotify:album:2v6ANhWhZBUKkg6pJJBs3B,https://app.chartmetric.com/album/7000844/about,,Male,,,,,2v6ANhWhZBUKkg6pJJBs3B,"""2v6ANhWhZBUKkg6pJJBs3B"",",NA,NA
Led Zeppelin,Led Zeppelin,,66,66,69,58,8,1971,Hard Rock/Metal,Studio,,2,,spotify:album:5EyIDBAqhnlkAHqvPRwdbX,https://app.chartmetric.com/album/170707/about,,Male,,,,,5EyIDBAqhnlkAHqvPRwdbX,"""5EyIDBAqhnlkAHqvPRwdbX"",",NA,NA
"Who, The",The Who,,28,28,28,77,-49,1971,NA,Studio,,4,,spotify:album:5mQnSrc0cFV6greyhJJIR6,https://app.chartmetric.com/album/30997513/about,,Male,,,,,5mQnSrc0cFV6greyhJJIR6,"""5mQnSrc0cFV6greyhJJIR6"",",NA,NA
"Bowie, David",David Bowie,,108,107,108,88,19,1971,NA,Studio,,93,,spotify:album:6fQElzBNTiEMGdIeY0hy5l,https://app.chartmetric.com/album/476476/about,,Male,,,,,6fQElzBNTiEMGdIeY0hy5l,"""6fQElzBNTiEMGdIeY0hy5l"",",NA,NA
